#Table1
objid,run,rerun,camcol,field,obj,type,ra,dec,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z
1237671939804627435,6162,301,3,134,491,3,258.431058687939,63.9951587323419,24.13229,22.91523,21.80176,21.43834,21.55628,0.9973047,0.1733587,0.09376169,0.09520038,0.3961383
1237671939804627462,6162,301,3,134,518,3,258.450774883862,64.0203684229166,19.50511,17.60235,16.65466,16.21887,15.87164,0.05149604,0.005724498,0.004165171,0.004050404,0.008403091
1237671939804627464,6162,301,3,134,520,3,258.449947985156,64.0259169778807,20.05634,18.37335,17.51488,17.13108,16.85505,0.06565113,0.008029833,0.005922728,0.005890784,0.01397949
1237671939804627477,6162,301,3,134,533,6,258.481174945843,63.9882746306585,21.11406,18.37102,16.95909,15.80036,15.19478,0.09104801,0.006820126,0.004584157,0.004174099,0.005055049
1237671939804627493,6162,301,3,134,549,6,258.491877399163,63.9967839709447,20.77014,19.88077,19.5674,19.49559,19.65444,0.07116795,0.01548756,0.01503605,0.01799095,0.07068518
1237671939804627494,6162,301,3,134,550,3,258.489907065691,63.9977556736933,22.33107,20.71129,20.12564,19.77468,19.57724,0.2906382,0.03045485,0.0252193,0.02558552,0.0806694
1237671939804627497,6162,301,3,134,553,6,258.479763016535,64.0326575839045,19.31316,17.30381,16.51934,16.25801,16.13364,0.02664873,0.004549387,0.004209344,0.004440187,0.007152638
1237671939804627498,6162,301,3,134,554,6,258.47485633028,64.0316051638837,23.22765,21.64452,20.00319,18.89583,18.28642,0.4913796,0.05388988,0.01998038,0.01219627,0.02456172
1237671939804627504,6162,301,3,134,560,6,258.49497308256,64.0088049664616,19.4266,18.31342,17.83148,17.64067,17.57165,0.02880245,0.006648118,0.006072609,0.006560848,0.01541494
1237671939804627506,6162,301,3,134,562,6,258.503749841774,64.009294186741,19.62879,18.5034,18.16478,18.03947,18.01758,0.03259183,0.007238977,0.006990354,0.007791982,0.02062392
1237671939804627508,6162,301,3,134,564,6,258.481994678648,64.0696245367843,19.38889,18.12026,17.65895,17.49492,17.42246,0.0286403,0.00610416,0.005661104,0.006156624,0.01416936
1237671939804627517,6162,301,3,134,573,6,258.468112473615,64.116055963952,23.00216,19.58142,18.30698,17.77593,17.48295,0.4289795,0.01275082,0.007485406,0.006981251,0.01448393
1237671939804627518,6162,301,3,134,574,3,258.466764822093,64.1195124834164,18.93735,17.84286,17.36887,17.03095,16.89001,0.03629075,0.00681372,0.006322416,0.006520424,0.01814271
1237671939804627519,6162,301,3,134,575,6,258.468050669704,64.1219000889684,25.02566,23.64824,23.2191,22.99331,22.21404,0.8761536,0.2754482,0.269475,0.2981915,0.4970844
1237671939804627521,6162,301,3,134,577,3,258.480693756473,64.0847892082391,20.34789,18.54343,17.733,17.36786,17.09535,0.08476386,0.008984327,0.006754049,0.006797662,0.01680911
1237671939804627524,6162,301,3,134,580,3,258.51608826934,64.0165557142555,20.40612,19.18967,18.74311,18.57752,18.46603,0.1049417,0.01568143,0.01493089,0.01796218,0.06025355
1237671939804627525,6162,301,3,134,581,3,258.519884280857,64.0165141823251,24.24879,21.7055,20.11748,19.22632,18.76246,1.788112,0.1046682,0.03829854,0.02556003,0.06528028
1237671939804627526,6162,301,3,134,582,3,258.513960738221,64.0185799725104,22.76177,21.84835,21.30987,21.00647,20.89111,0.3574273,0.06558894,0.05607423,0.05892268,0.2114144
1237671939804627527,6162,301,3,134,583,6,258.521942662481,64.0166274142121,25.43007,24.07615,22.53913,21.84822,21.67924,0.6997702,0.3810543,0.1512822,0.1141616,0.3692687
1237671939804627528,6162,301,3,134,584,6,258.523295621445,64.0157528304841,23.90379,24.80641,23.99774,22.63523,22.52261,0.7962651,0.5305131,0.4550358,0.2186292,0.5571521
1237671939804627531,6162,301,3,134,587,6,258.477518707436,64.1334989501077,21.39958,18.77596,17.68644,17.24672,17.00463,0.1160356,0.008227519,0.005770414,0.005699461,0.01096897
1237671939804627532,6162,301,3,134,588,3,258.47418079078,64.1355128941793,24.37512,24.13276,21.57198,20.85525,21.67282,1.408601,0.5862317,0.09935554,0.07639195,0.5727788
1237671939804627535,6162,301,3,134,591,3,258.488723872747,64.1113346478867,19.87465,17.82547,16.89002,16.44562,16.08624,0.06715774,0.006377555,0.004626879,0.004486153,0.009437957
1237671939804627536,6162,301,3,134,592,3,258.494815020835,64.1130741857552,22.29504,20.72288,20.3419,20.15763,20.17711,0.2974769,0.03206086,0.0306362,0.03605848,0.1367898
1237671939804627537,6162,301,3,134,593,6,258.499745697167,64.1150445227469,24.06087,25.05571,23.26358,21.97349,21.04197,0.8358165,0.5451934,0.2705132,0.1256575,0.220341
1237671939804627538,6162,301,3,134,594,6,258.4955724907,64.1135155464397,21.81978,20.96583,20.98235,20.64101,20.84508,0.1907652,0.03767109,0.05033582,0.05193361,0.235539
1237671939804627539,6162,301,3,134,595,6,258.492644384043,64.1121936275001,22.28085,21.61904,21.49924,21.51352,21.37768,0.2789762,0.06199214,0.0774263,0.1146806,0.3650711
1237671939804627547,6162,301,3,134,603,3,258.502542681199,64.095825925693,21.16122,19.42856,18.58644,18.24161,18.06401,0.1440607,0.01533817,0.01073943,0.01088635,0.03128581
1237671939804627548,6162,301,3,134,604,3,258.501905589227,64.0949516203682,20.41609,18.38624,17.67147,17.26402,16.94023,0.1411836,0.01030949,0.008468837,0.008298047,0.02076841
1237671939804627549,6162,301,3,134,605,6,258.504004980812,64.0975854464445,24.48028,23.65985,22.55241,21.97274,22.10895,0.9982927,0.3007488,0.1658124,0.1380742,0.5141886
1237671939804627550,6162,301,3,134,606,3,258.503847994129,64.0946925023724,20.93755,25.4923,24.08804,24.65161,23.15072,0.3252104,3.407665,3.318421,3.824729,3.396677
1237671939804627569,6162,301,3,134,625,6,258.535634855558,64.1173277141884,19.32649,17.16628,16.3721,16.08581,15.94575,0.02728931,0.004393606,0.004077615,0.00433469,0.006662065
1237671939804627594,6162,301,3,134,650,3,258.296719025447,64.015460149115,20.7821,18.80833,17.75825,17.26745,16.84523,0.1648699,0.0126949,0.008235865,0.007873041,0.01818812
1237671939804627595,6162,301,3,134,651,3,258.30199513617,64.019121860818,21.64227,19.6571,18.84118,18.49882,18.43543,0.4083871,0.02774834,0.02039827,0.02160792,0.07751048
1237671939804627596,6162,301,3,134,652,6,258.300186212415,64.0198263137012,23.78251,22.39008,21.57456,21.53389,21.65025,0.7627361,0.1047251,0.07050068,0.09360864,0.3789071
1237671939804627597,6162,301,3,134,653,3,258.333251989242,63.9345808380694,20.92206,19.37065,18.53416,18.12946,17.81129,0.1531395,0.01698272,0.01217607,0.01215295,0.03261515
1237671939804627602,6162,301,3,134,658,6,258.336686492383,63.9314113000808,23.77818,21.16654,19.66566,18.64911,18.13333,0.7213251,0.03775424,0.01612694,0.01080084,0.02233594
1237671939804627603,6162,301,3,134,659,6,258.336275755351,63.9294394727579,23.46633,23.07225,22.11406,21.98611,22.71602,0.6070206,0.1815559,0.1096357,0.136167,0.6013085
1237671939804627604,6162,301,3,134,660,6,258.334859470157,63.9302194836931,24.13222,24.12339,22.81535,22.27743,22.25596,0.9468207,0.4335138,0.2142468,0.1879795,0.5745003
1237671939804627615,6162,301,3,134,671,3,258.377592756878,63.9393293334957,21.71594,20.3831,19.22799,18.72329,18.43936,0.2107079,0.02713877,0.01526435,0.01416045,0.03979113
1237671939804627616,6162,301,3,134,672,3,258.37856989878,63.9416170346184,22.62691,22.21138,21.62526,21.10245,21.64908,0.381149,0.1032692,0.08870664,0.0798835,0.4769539
1237671939804627617,6162,301,3,134,673,3,258.312212521024,64.1208135210266,20.80559,19.47414,18.85239,18.51953,18.27211,0.1232001,0.01623586,0.0136962,0.01457412,0.04237037
1237671939804627622,6162,301,3,134,678,3,258.346658999569,64.0990346671058,20.79632,19.53167,18.71264,18.41316,18.1433,0.1481154,0.02008208,0.01463209,0.01581176,0.04571342
1237671939804627623,6162,301,3,134,679,3,258.383705220971,64.0829325051323,21.69419,20.21885,19.28036,18.84599,18.50504,0.1957396,0.02295294,0.01510512,0.0145802,0.0381639
1237671939804627635,6162,301,3,134,691,3,258.466578023955,64.0212825872558,21.43299,19.83793,19.01884,18.6678,18.38079,0.172376,0.01883347,0.01357724,0.01386988,0.03820689
1237671939804627638,6162,301,3,134,694,6,258.451593831903,64.1207547978546,24.11375,20.93515,19.6508,18.57811,17.99134,0.8526121,0.03081053,0.01570877,0.01019751,0.01987769
1237671939804627641,6162,301,3,134,697,3,258.480421729912,64.0608388420518,22.62157,20.23777,19.41542,19.03684,18.83297,0.4147775,0.02299561,0.01644886,0.01640374,0.04905168
1237671939804627662,6162,301,3,134,718,6,258.320929688425,64.0177831157273,22.78899,21.37578,20.04357,19.09398,18.67884,0.350404,0.04365303,0.02051314,0.01379392,0.03237011
